,open,high,low,close,volume
2025-08-11 16:25:00+00:00,1.16106,1.16112,1.16099,1.1611,241
2025-08-11 16:30:00+00:00,1.16108,1.1611,1.1606,1.1606,390
2025-08-11 16:35:00+00:00,1.16058,1.16086,1.16056,1.16076,287
2025-08-11 16:40:00+00:00,1.16076,1.16076,1.1602,1.16032,403
2025-08-11 16:45:00+00:00,1.16032,1.1607,1.16026,1.16046,439
2025-08-11 16:50:00+00:00,1.16046,1.16084,1.16045,1.16056,351
2025-08-11 16:55:00+00:00,1.16056,1.16077,1.16041,1.16075,337
2025-08-11 17:00:00+00:00,1.16076,1.1608,1.16048,1.16052,397
2025-08-11 17:05:00+00:00,1.1605,1.1606,1.16039,1.1605,306
2025-08-11 17:10:00+00:00,1.1605,1.1606,1.16023,1.16027,245
2025-08-11 17:15:00+00:00,1.16028,1.1603,1.15986,1.16022,359
2025-08-11 17:20:00+00:00,1.16022,1.16046,1.16016,1.16031,271
2025-08-11 17:25:00+00:00,1.16032,1.16054,1.16025,1.1605,311
2025-08-11 17:30:00+00:00,1.16052,1.16092,1.16049,1.16085,452
2025-08-11 17:35:00+00:00,1.16086,1.16096,1.16061,1.1608,424
2025-08-11 17:40:00+00:00,1.16081,1.16094,1.16078,1.16088,312
2025-08-11 17:45:00+00:00,1.1609,1.16102,1.16085,1.16102,290
2025-08-11 17:50:00+00:00,1.16102,1.16107,1.16087,1.161,201
2025-08-11 17:55:00+00:00,1.16098,1.16124,1.16092,1.1611,214
2025-08-11 18:00:00+00:00,1.1611,1.16126,1.16094,1.16095,294
2025-08-11 18:05:00+00:00,1.16094,1.16116,1.1609,1.16112,168
2025-08-11 18:10:00+00:00,1.16111,1.16111,1.16094,1.16094,210
2025-08-11 18:15:00+00:00,1.16094,1.16098,1.16072,1.16086,284
2025-08-11 18:20:00+00:00,1.16086,1.16111,1.16084,1.16111,246
2025-08-11 18:25:00+00:00,1.1611,1.16142,1.16106,1.16141,291
2025-08-11 18:30:00+00:00,1.16142,1.16143,1.16116,1.16122,325
2025-08-11 18:35:00+00:00,1.16123,1.16132,1.161,1.16101,362
2025-08-11 18:40:00+00:00,1.16102,1.16136,1.16099,1.16117,405
2025-08-11 18:45:00+00:00,1.16116,1.16132,1.16111,1.16122,293
2025-08-11 18:50:00+00:00,1.16122,1.16134,1.16094,1.16108,356
2025-08-11 18:55:00+00:00,1.16107,1.16139,1.16102,1.16123,436
2025-08-11 19:00:00+00:00,1.16124,1.16128,1.16102,1.16106,232
2025-08-11 19:05:00+00:00,1.16107,1.16114,1.161,1.16113,212
2025-08-11 19:10:00+00:00,1.16112,1.16114,1.16101,1.16108,211
2025-08-11 19:15:00+00:00,1.16108,1.16114,1.16102,1.1611,189
2025-08-11 19:20:00+00:00,1.16109,1.1611,1.1609,1.1609,193
2025-08-11 19:25:00+00:00,1.16091,1.16092,1.16036,1.16054,335
2025-08-11 19:30:00+00:00,1.16054,1.16064,1.16028,1.16038,268
2025-08-11 19:35:00+00:00,1.16037,1.1606,1.16036,1.16048,205
2025-08-11 19:40:00+00:00,1.1605,1.16057,1.16044,1.16053,211
2025-08-11 19:45:00+00:00,1.16052,1.16062,1.1603,1.16052,349
2025-08-11 19:50:00+00:00,1.16052,1.16061,1.16037,1.16038,275
2025-08-11 19:55:00+00:00,1.16038,1.16052,1.16021,1.16051,346
2025-08-11 20:00:00+00:00,1.1605,1.16054,1.16044,1.16047,218
2025-08-11 20:05:00+00:00,1.16048,1.16068,1.16048,1.16068,135
2025-08-11 20:10:00+00:00,1.16068,1.16098,1.16068,1.16098,143
2025-08-11 20:15:00+00:00,1.16097,1.16106,1.16093,1.16106,128
2025-08-11 20:20:00+00:00,1.16104,1.16138,1.16098,1.16137,137
2025-08-11 20:25:00+00:00,1.16138,1.16176,1.16138,1.16168,179
2025-08-11 20:30:00+00:00,1.16166,1.16174,1.16164,1.16166,117
2025-08-11 20:35:00+00:00,1.16167,1.16189,1.16151,1.16182,126
2025-08-11 20:40:00+00:00,1.1618,1.16192,1.16169,1.16192,118
2025-08-11 20:45:00+00:00,1.16191,1.16192,1.16166,1.16178,181
2025-08-11 20:50:00+00:00,1.16178,1.16196,1.16173,1.16187,156
2025-08-11 20:55:00+00:00,1.16188,1.16196,1.16157,1.1616,289
2025-08-11 21:00:00+00:00,1.16147,1.16148,1.16147,1.16147,3
2025-08-11 21:05:00+00:00,1.16148,1.16148,1.16138,1.16143,25
2025-08-11 21:10:00+00:00,1.16142,1.16146,1.16138,1.1614,51
2025-08-11 21:15:00+00:00,1.16138,1.1614,1.16134,1.16136,36
2025-08-11 21:20:00+00:00,1.16135,1.16138,1.16135,1.16136,24
2025-08-11 21:25:00+00:00,1.16136,1.16144,1.16136,1.1614,34
2025-08-11 21:30:00+00:00,1.16141,1.16142,1.16136,1.16136,80
2025-08-11 21:35:00+00:00,1.16138,1.16141,1.16134,1.16136,188
2025-08-11 21:40:00+00:00,1.16136,1.16149,1.16134,1.16141,238
2025-08-11 21:45:00+00:00,1.16142,1.16148,1.1614,1.16143,117
2025-08-11 21:50:00+00:00,1.16142,1.16154,1.16142,1.16148,89
2025-08-11 21:55:00+00:00,1.16148,1.16166,1.16147,1.16154,118
2025-08-11 22:00:00+00:00,1.16158,1.16186,1.16158,1.1617,177
2025-08-11 22:05:00+00:00,1.1617,1.1617,1.16152,1.16154,115
2025-08-11 22:10:00+00:00,1.16152,1.16154,1.16128,1.16146,97
2025-08-11 22:15:00+00:00,1.16146,1.16151,1.16137,1.16142,101
2025-08-11 22:20:00+00:00,1.1614,1.16145,1.1613,1.1614,87
2025-08-11 22:25:00+00:00,1.1614,1.1614,1.1613,1.16134,58
2025-08-11 22:30:00+00:00,1.16134,1.16134,1.16118,1.16119,70
2025-08-11 22:35:00+00:00,1.1612,1.16126,1.1611,1.16118,66
2025-08-11 22:40:00+00:00,1.16119,1.1612,1.16106,1.1611,51
2025-08-11 22:45:00+00:00,1.16109,1.16112,1.16105,1.16108,43
2025-08-11 22:50:00+00:00,1.16107,1.1612,1.16105,1.1612,49
2025-08-11 22:55:00+00:00,1.1612,1.1613,1.1612,1.16128,35
2025-08-11 23:00:00+00:00,1.1613,1.16138,1.16126,1.16136,58
2025-08-11 23:05:00+00:00,1.16137,1.16152,1.16133,1.16146,77
2025-08-11 23:10:00+00:00,1.16147,1.16153,1.16144,1.16144,35
2025-08-11 23:15:00+00:00,1.16145,1.16152,1.16139,1.1615,66
2025-08-11 23:20:00+00:00,1.16151,1.16154,1.16149,1.16151,61
2025-08-11 23:25:00+00:00,1.1615,1.16161,1.16149,1.16159,103
2025-08-11 23:30:00+00:00,1.1616,1.16162,1.16149,1.1616,110
2025-08-11 23:35:00+00:00,1.16161,1.16161,1.16146,1.16148,113
2025-08-11 23:40:00+00:00,1.16149,1.16152,1.16142,1.16152,131
2025-08-11 23:45:00+00:00,1.16152,1.16161,1.1615,1.16156,137
2025-08-11 23:50:00+00:00,1.16154,1.16164,1.16144,1.16164,147
2025-08-11 23:55:00+00:00,1.16164,1.16177,1.16162,1.16163,143
2025-08-12 00:00:00+00:00,1.16164,1.162,1.16148,1.16178,749
2025-08-12 00:05:00+00:00,1.16178,1.16194,1.1615,1.16155,376
2025-08-12 00:10:00+00:00,1.16156,1.1616,1.16134,1.16159,289
2025-08-12 00:15:00+00:00,1.16156,1.16168,1.16119,1.16124,553
2025-08-12 00:20:00+00:00,1.16125,1.16156,1.16124,1.16146,439
2025-08-12 00:25:00+00:00,1.16146,1.16162,1.16136,1.16152,408
2025-08-12 00:30:00+00:00,1.16152,1.16182,1.16141,1.16182,345
2025-08-12 00:35:00+00:00,1.16182,1.1619,1.1617,1.16182,434
2025-08-12 00:40:00+00:00,1.16185,1.16189,1.16171,1.16177,218
2025-08-12 00:45:00+00:00,1.16178,1.16186,1.16156,1.16168,430
2025-08-12 00:50:00+00:00,1.1617,1.1618,1.16156,1.16161,531
2025-08-12 00:55:00+00:00,1.1616,1.16172,1.16151,1.16152,474
2025-08-12 01:00:00+00:00,1.16152,1.16183,1.16148,1.16175,477
2025-08-12 01:05:00+00:00,1.16176,1.16201,1.16174,1.16197,526
2025-08-12 01:10:00+00:00,1.16196,1.16204,1.16188,1.16196,321
2025-08-12 01:15:00+00:00,1.16196,1.16196,1.16167,1.16184,313
2025-08-12 01:20:00+00:00,1.16183,1.16192,1.16146,1.16154,331
2025-08-12 01:25:00+00:00,1.16153,1.16161,1.16144,1.16159,298
2025-08-12 01:30:00+00:00,1.16158,1.16187,1.16158,1.16178,369
2025-08-12 01:35:00+00:00,1.16178,1.16234,1.16172,1.1623,591
2025-08-12 01:40:00+00:00,1.1623,1.16256,1.16227,1.1624,389
2025-08-12 01:45:00+00:00,1.1624,1.16244,1.16205,1.1621,452
2025-08-12 01:50:00+00:00,1.1621,1.16213,1.16183,1.16196,337
2025-08-12 01:55:00+00:00,1.16195,1.16218,1.16186,1.16193,510
2025-08-12 02:00:00+00:00,1.16193,1.16206,1.16192,1.162,276
2025-08-12 02:05:00+00:00,1.16202,1.16224,1.162,1.16217,294
2025-08-12 02:10:00+00:00,1.16218,1.16219,1.16194,1.16194,326
2025-08-12 02:15:00+00:00,1.16194,1.1622,1.16176,1.16219,358
2025-08-12 02:20:00+00:00,1.16218,1.16257,1.16218,1.16229,340
2025-08-12 02:25:00+00:00,1.16231,1.16234,1.16214,1.16217,354
2025-08-12 02:30:00+00:00,1.16216,1.16242,1.16214,1.16226,301
2025-08-12 02:35:00+00:00,1.16226,1.16234,1.16214,1.16215,340
2025-08-12 02:40:00+00:00,1.16215,1.16223,1.16212,1.16218,114
2025-08-12 02:45:00+00:00,1.1622,1.1622,1.16212,1.16217,293
2025-08-12 02:50:00+00:00,1.16217,1.16242,1.16216,1.16237,180
2025-08-12 02:55:00+00:00,1.16238,1.16238,1.16216,1.16229,382
2025-08-12 03:00:00+00:00,1.1623,1.16245,1.16198,1.16224,377
2025-08-12 03:05:00+00:00,1.16224,1.16239,1.16215,1.16238,357
2025-08-12 03:10:00+00:00,1.16236,1.16242,1.16214,1.16224,180
2025-08-12 03:15:00+00:00,1.16224,1.16224,1.16207,1.16208,252
2025-08-12 03:20:00+00:00,1.16212,1.16228,1.16201,1.16207,257
2025-08-12 03:25:00+00:00,1.16206,1.16215,1.16204,1.16204,225
2025-08-12 03:30:00+00:00,1.16205,1.16216,1.16198,1.16215,132
2025-08-12 03:35:00+00:00,1.16214,1.16218,1.16204,1.16208,159
2025-08-12 03:40:00+00:00,1.16208,1.16224,1.16196,1.1622,238
2025-08-12 03:45:00+00:00,1.1622,1.16227,1.1621,1.16212,200
2025-08-12 03:50:00+00:00,1.16213,1.16219,1.16203,1.16204,196
2025-08-12 03:55:00+00:00,1.16205,1.16214,1.16186,1.16208,303
2025-08-12 04:00:00+00:00,1.16207,1.16208,1.16185,1.16192,321
2025-08-12 04:05:00+00:00,1.16192,1.16204,1.16182,1.16203,286
2025-08-12 04:10:00+00:00,1.16202,1.16215,1.1619,1.16194,221
2025-08-12 04:15:00+00:00,1.16196,1.16196,1.16186,1.16186,277
2025-08-12 04:20:00+00:00,1.16186,1.1619,1.1618,1.1618,254
2025-08-12 04:25:00+00:00,1.1618,1.162,1.16178,1.16198,305
2025-08-12 04:30:00+00:00,1.16197,1.16214,1.16158,1.16212,539
2025-08-12 04:35:00+00:00,1.1621,1.16228,1.16208,1.16212,503
2025-08-12 04:40:00+00:00,1.1621,1.16234,1.1621,1.16226,356
2025-08-12 04:45:00+00:00,1.16227,1.16242,1.16226,1.16237,340
2025-08-12 04:50:00+00:00,1.16238,1.16271,1.16235,1.16266,344
2025-08-12 04:55:00+00:00,1.16266,1.16279,1.16262,1.16276,335
2025-08-12 05:00:00+00:00,1.16275,1.16292,1.16252,1.16264,850
2025-08-12 05:05:00+00:00,1.16264,1.16269,1.16243,1.16262,687
2025-08-12 05:10:00+00:00,1.16262,1.16272,1.16254,1.16264,512
2025-08-12 05:15:00+00:00,1.16264,1.16264,1.16183,1.16195,705
2025-08-12 05:20:00+00:00,1.16194,1.16227,1.16194,1.16198,473
2025-08-12 05:25:00+00:00,1.16197,1.16198,1.16178,1.16187,426
2025-08-12 05:30:00+00:00,1.16188,1.16208,1.1618,1.162,407
2025-08-12 05:35:00+00:00,1.162,1.16203,1.16178,1.16183,387
2025-08-12 05:40:00+00:00,1.16182,1.16184,1.16152,1.16152,407
2025-08-12 05:45:00+00:00,1.16152,1.16165,1.16135,1.16164,524
2025-08-12 05:50:00+00:00,1.16165,1.16169,1.16145,1.16162,610
2025-08-12 05:55:00+00:00,1.16164,1.16166,1.16132,1.16139,941
2025-08-12 06:00:00+00:00,1.16137,1.1618,1.16134,1.16142,953
2025-08-12 06:05:00+00:00,1.16144,1.16166,1.16136,1.16138,890
2025-08-12 06:10:00+00:00,1.16137,1.16186,1.16132,1.16138,742
2025-08-12 06:15:00+00:00,1.16136,1.16162,1.16111,1.16124,777
2025-08-12 06:20:00+00:00,1.16124,1.16154,1.16114,1.1612,818
2025-08-12 06:25:00+00:00,1.16118,1.16128,1.16094,1.16114,680
2025-08-12 06:30:00+00:00,1.16115,1.16136,1.16098,1.16122,731
2025-08-12 06:35:00+00:00,1.16124,1.16132,1.16104,1.16126,444
2025-08-12 06:40:00+00:00,1.16128,1.16182,1.16123,1.16162,678
2025-08-12 06:45:00+00:00,1.16162,1.16176,1.16152,1.16174,505
2025-08-12 06:50:00+00:00,1.16174,1.16183,1.16142,1.1615,373
2025-08-12 06:55:00+00:00,1.16148,1.16148,1.16082,1.16094,547
2025-08-12 07:00:00+00:00,1.16096,1.16142,1.1608,1.16131,783
2025-08-12 07:05:00+00:00,1.1613,1.16158,1.1612,1.16134,677
2025-08-12 07:10:00+00:00,1.16134,1.16154,1.16106,1.16122,641
2025-08-12 07:15:00+00:00,1.16121,1.16126,1.161,1.16124,644
2025-08-12 07:20:00+00:00,1.16124,1.16152,1.16111,1.16139,674
2025-08-12 07:25:00+00:00,1.1614,1.1618,1.1611,1.16178,589
2025-08-12 07:30:00+00:00,1.16178,1.1624,1.16168,1.16189,921
2025-08-12 07:35:00+00:00,1.16188,1.16194,1.16165,1.1619,702
2025-08-12 07:40:00+00:00,1.16188,1.16212,1.1617,1.16209,568
2025-08-12 07:45:00+00:00,1.16208,1.16236,1.16195,1.16225,556
2025-08-12 07:50:00+00:00,1.16224,1.16236,1.16192,1.16192,663
2025-08-12 07:55:00+00:00,1.1619,1.16226,1.1619,1.16203,625
2025-08-12 08:00:00+00:00,1.16204,1.16206,1.1618,1.16181,719
2025-08-12 08:05:00+00:00,1.1618,1.16192,1.1616,1.16162,600
2025-08-12 08:10:00+00:00,1.16162,1.16182,1.16153,1.16178,525
2025-08-12 08:15:00+00:00,1.16177,1.16224,1.16174,1.16206,535
2025-08-12 08:20:00+00:00,1.16206,1.16209,1.16191,1.16198,384
2025-08-12 08:25:00+00:00,1.16198,1.16212,1.16182,1.16207,541
2025-08-12 08:30:00+00:00,1.16208,1.16208,1.16177,1.16187,515
2025-08-12 08:35:00+00:00,1.16184,1.1619,1.16136,1.16144,435
2025-08-12 08:40:00+00:00,1.16143,1.16163,1.16118,1.16158,629
2025-08-12 08:45:00+00:00,1.16158,1.16165,1.16122,1.16128,496
2025-08-12 08:50:00+00:00,1.16128,1.16154,1.16127,1.16137,399
2025-08-12 08:55:00+00:00,1.16138,1.16166,1.16138,1.16149,605
2025-08-12 09:00:00+00:00,1.16148,1.16185,1.1613,1.16147,744
2025-08-12 09:05:00+00:00,1.16146,1.16154,1.16112,1.16126,516
2025-08-12 09:10:00+00:00,1.16125,1.16144,1.16118,1.1614,557
2025-08-12 09:15:00+00:00,1.1614,1.16152,1.16122,1.16129,439
2025-08-12 09:20:00+00:00,1.1613,1.16132,1.16095,1.16104,602
2025-08-12 09:25:00+00:00,1.16103,1.16105,1.16062,1.16063,399
2025-08-12 09:30:00+00:00,1.16062,1.16078,1.16042,1.16072,694
2025-08-12 09:35:00+00:00,1.16072,1.16078,1.16058,1.16064,409
2025-08-12 09:40:00+00:00,1.16064,1.1607,1.16024,1.16028,480
2025-08-12 09:45:00+00:00,1.16028,1.16038,1.16016,1.16019,465
2025-08-12 09:50:00+00:00,1.1602,1.16053,1.16004,1.16048,577
2025-08-12 09:55:00+00:00,1.16049,1.1608,1.16038,1.16064,729
2025-08-12 10:00:00+00:00,1.16064,1.16105,1.16058,1.16105,632
2025-08-12 10:05:00+00:00,1.16104,1.16108,1.16082,1.1609,468
2025-08-12 10:10:00+00:00,1.1609,1.16114,1.1608,1.16114,390
2025-08-12 10:15:00+00:00,1.16114,1.16132,1.1611,1.16115,421
2025-08-12 10:20:00+00:00,1.16114,1.16126,1.16106,1.16114,357
2025-08-12 10:25:00+00:00,1.16115,1.16121,1.16083,1.16092,412
2025-08-12 10:30:00+00:00,1.16094,1.1612,1.16091,1.16114,418
2025-08-12 10:35:00+00:00,1.16114,1.16118,1.16083,1.16095,335
2025-08-12 10:40:00+00:00,1.16094,1.16104,1.16074,1.16089,390
2025-08-12 10:45:00+00:00,1.1609,1.16112,1.16082,1.16086,445
2025-08-12 10:50:00+00:00,1.16085,1.1611,1.16081,1.16102,346
2025-08-12 10:55:00+00:00,1.16102,1.16105,1.1607,1.16104,511
2025-08-12 11:00:00+00:00,1.16104,1.16113,1.16076,1.1609,396
2025-08-12 11:05:00+00:00,1.16086,1.16096,1.1608,1.16088,475
2025-08-12 11:10:00+00:00,1.16088,1.16102,1.16078,1.16088,461
2025-08-12 11:15:00+00:00,1.16088,1.16098,1.16076,1.16078,362
2025-08-12 11:20:00+00:00,1.16078,1.16079,1.16062,1.1607,358
2025-08-12 11:25:00+00:00,1.16069,1.16072,1.16026,1.16058,532
2025-08-12 11:30:00+00:00,1.16056,1.16062,1.16026,1.1603,680
2025-08-12 11:35:00+00:00,1.16031,1.16052,1.1602,1.16052,558
2025-08-12 11:40:00+00:00,1.16052,1.16054,1.16019,1.16026,423
2025-08-12 11:45:00+00:00,1.16024,1.1603,1.15988,1.16004,416
2025-08-12 11:50:00+00:00,1.16006,1.16034,1.15988,1.16034,470
2025-08-12 11:55:00+00:00,1.16034,1.16068,1.16032,1.16052,730
2025-08-12 12:00:00+00:00,1.16052,1.1611,1.1605,1.16099,785
2025-08-12 12:05:00+00:00,1.161,1.16101,1.16052,1.16058,657
2025-08-12 12:10:00+00:00,1.16058,1.16079,1.16045,1.16066,620
2025-08-12 12:15:00+00:00,1.16064,1.16076,1.1603,1.1603,475
2025-08-12 12:20:00+00:00,1.1603,1.16061,1.16013,1.16056,768
2025-08-12 12:25:00+00:00,1.16057,1.1606,1.16014,1.16053,1025
2025-08-12 12:30:00+00:00,1.16056,1.16504,1.1605,1.16402,8056
2025-08-12 12:35:00+00:00,1.16403,1.16478,1.16245,1.16466,4419
2025-08-12 12:40:00+00:00,1.16466,1.16559,1.16434,1.16482,3855
2025-08-12 12:45:00+00:00,1.16483,1.16524,1.16428,1.16524,2703
2025-08-12 12:50:00+00:00,1.16522,1.1653,1.16334,1.16424,2433
2025-08-12 12:55:00+00:00,1.16422,1.16445,1.1635,1.16424,2218
2025-08-12 13:00:00+00:00,1.16423,1.16423,1.1632,1.16332,2424
2025-08-12 13:05:00+00:00,1.16332,1.16332,1.16223,1.1632,2349
2025-08-12 13:10:00+00:00,1.16322,1.16348,1.16287,1.16324,2139
2025-08-12 13:15:00+00:00,1.16325,1.16416,1.16322,1.16325,2127
2025-08-12 13:20:00+00:00,1.16327,1.16332,1.1623,1.1625,2041
2025-08-12 13:25:00+00:00,1.16249,1.16252,1.16208,1.1623,1563
2025-08-12 13:30:00+00:00,1.1623,1.16288,1.16174,1.1627,2286
2025-08-12 13:35:00+00:00,1.16272,1.16285,1.16226,1.16272,1433
2025-08-12 13:40:00+00:00,1.1627,1.1661,1.16238,1.16582,3166
2025-08-12 13:45:00+00:00,1.16582,1.16683,1.16416,1.16507,5080
2025-08-12 13:50:00+00:00,1.16506,1.16509,1.16394,1.16468,2585
2025-08-12 13:55:00+00:00,1.16466,1.16542,1.16462,1.16522,2358
2025-08-12 14:00:00+00:00,1.16522,1.16608,1.16522,1.16578,2173
2025-08-12 14:05:00+00:00,1.16576,1.16604,1.16516,1.1653,1697
2025-08-12 14:10:00+00:00,1.16528,1.16552,1.16462,1.16475,1704
2025-08-12 14:15:00+00:00,1.16477,1.16485,1.16418,1.16476,1480
2025-08-12 14:20:00+00:00,1.16477,1.16548,1.1646,1.16538,1334
2025-08-12 14:25:00+00:00,1.16536,1.1655,1.16514,1.16532,1384
2025-08-12 14:30:00+00:00,1.16534,1.166,1.16502,1.16598,1528
2025-08-12 14:35:00+00:00,1.16598,1.1661,1.16568,1.16592,1142
2025-08-12 14:40:00+00:00,1.16592,1.16613,1.16568,1.16596,1174
2025-08-12 14:45:00+00:00,1.16593,1.16628,1.16557,1.16592,1218
2025-08-12 14:50:00+00:00,1.16594,1.16621,1.16551,1.16558,1083
2025-08-12 14:55:00+00:00,1.16558,1.16624,1.16557,1.1658,1753
2025-08-12 15:00:00+00:00,1.16579,1.16648,1.16563,1.16642,1066
2025-08-12 15:05:00+00:00,1.16644,1.16682,1.16644,1.16662,936
2025-08-12 15:10:00+00:00,1.16664,1.16676,1.16642,1.16648,929
2025-08-12 15:15:00+00:00,1.16649,1.1667,1.1664,1.1665,826
2025-08-12 15:20:00+00:00,1.1665,1.16732,1.1665,1.16732,889
2025-08-12 15:25:00+00:00,1.16732,1.16888,1.16721,1.16854,1889
2025-08-12 15:30:00+00:00,1.16854,1.16902,1.16749,1.16767,1895
2025-08-12 15:35:00+00:00,1.16768,1.1688,1.16768,1.16878,1019
2025-08-12 15:40:00+00:00,1.16878,1.16974,1.16878,1.16947,1296
2025-08-12 15:45:00+00:00,1.16945,1.16946,1.16855,1.16855,845
2025-08-12 15:50:00+00:00,1.16858,1.169,1.16806,1.1682,973
2025-08-12 15:55:00+00:00,1.16818,1.16824,1.16708,1.16721,1342
2025-08-12 16:00:00+00:00,1.16722,1.16745,1.16691,1.16692,1299
2025-08-12 16:05:00+00:00,1.16692,1.16702,1.16656,1.16674,779
2025-08-12 16:10:00+00:00,1.16674,1.16696,1.16666,1.1669,445
2025-08-12 16:15:00+00:00,1.16688,1.16728,1.16672,1.16716,682
2025-08-12 16:20:00+00:00,1.16714,1.16778,1.16705,1.16776,802
2025-08-12 16:25:00+00:00,1.16776,1.16806,1.16754,1.16796,806
2025-08-12 16:30:00+00:00,1.16796,1.16826,1.16778,1.16825,730
2025-08-12 16:35:00+00:00,1.16824,1.16836,1.16788,1.16832,589
2025-08-12 16:40:00+00:00,1.16832,1.16849,1.16775,1.16776,700
2025-08-12 16:45:00+00:00,1.16776,1.1684,1.16756,1.16833,729
2025-08-12 16:50:00+00:00,1.16832,1.16859,1.16818,1.16828,835
2025-08-12 16:55:00+00:00,1.1683,1.16834,1.16794,1.16798,544
2025-08-12 17:00:00+00:00,1.16798,1.16801,1.16726,1.16736,1381
2025-08-12 17:05:00+00:00,1.16737,1.16767,1.1672,1.16752,659
2025-08-12 17:10:00+00:00,1.16752,1.16763,1.16732,1.16762,567
2025-08-12 17:15:00+00:00,1.16762,1.16779,1.1675,1.16753,466
2025-08-12 17:20:00+00:00,1.16752,1.16788,1.16708,1.16766,756
2025-08-12 17:25:00+00:00,1.16766,1.16778,1.16756,1.16776,591
2025-08-12 17:30:00+00:00,1.16778,1.16798,1.16756,1.16761,555
2025-08-12 17:35:00+00:00,1.1676,1.16768,1.16736,1.1675,333
2025-08-12 17:40:00+00:00,1.1675,1.16788,1.1675,1.16782,342
2025-08-12 17:45:00+00:00,1.16782,1.16806,1.1677,1.1678,282
2025-08-12 17:50:00+00:00,1.16782,1.16786,1.1676,1.16766,335
2025-08-12 17:55:00+00:00,1.16765,1.16772,1.16727,1.16732,375
2025-08-12 18:00:00+00:00,1.16732,1.16768,1.16706,1.16767,547
2025-08-12 18:05:00+00:00,1.16766,1.16788,1.16758,1.16762,345
2025-08-12 18:10:00+00:00,1.16762,1.16768,1.16726,1.16734,443
2025-08-12 18:15:00+00:00,1.16735,1.16752,1.16696,1.16696,469
2025-08-12 18:20:00+00:00,1.16697,1.16702,1.16682,1.1669,284
2025-08-12 18:25:00+00:00,1.16688,1.167,1.16662,1.16672,478
2025-08-12 18:30:00+00:00,1.16671,1.1669,1.16652,1.16689,515
2025-08-12 18:35:00+00:00,1.16688,1.16692,1.16658,1.16666,476
2025-08-12 18:40:00+00:00,1.16667,1.16676,1.16647,1.16663,411
2025-08-12 18:45:00+00:00,1.16663,1.16678,1.16659,1.16678,309
2025-08-12 18:50:00+00:00,1.16677,1.16687,1.16656,1.16686,449
2025-08-12 18:55:00+00:00,1.16687,1.16696,1.16667,1.16688,525
2025-08-12 19:00:00+00:00,1.16688,1.167,1.16668,1.16694,429
2025-08-12 19:05:00+00:00,1.16692,1.16692,1.16655,1.16656,278
2025-08-12 19:10:00+00:00,1.16657,1.16675,1.16646,1.16672,341
2025-08-12 19:15:00+00:00,1.16674,1.16705,1.16667,1.16697,224
2025-08-12 19:20:00+00:00,1.16696,1.16705,1.1668,1.16702,347
2025-08-12 19:25:00+00:00,1.16702,1.1673,1.16688,1.1673,359
2025-08-12 19:30:00+00:00,1.16728,1.1674,1.16726,1.16726,232
2025-08-12 19:35:00+00:00,1.16729,1.16757,1.16729,1.16748,315
2025-08-12 19:40:00+00:00,1.16747,1.16748,1.1672,1.16738,342
2025-08-12 19:45:00+00:00,1.16736,1.16747,1.1673,1.16734,208
2025-08-12 19:50:00+00:00,1.16732,1.16743,1.16727,1.1673,315
2025-08-12 19:55:00+00:00,1.16729,1.1675,1.1671,1.16746,391
2025-08-12 20:00:00+00:00,1.16746,1.16752,1.16729,1.16732,421
2025-08-12 20:05:00+00:00,1.16732,1.16747,1.16726,1.16746,287
2025-08-12 20:10:00+00:00,1.16745,1.16762,1.16744,1.16757,288
2025-08-12 20:15:00+00:00,1.16758,1.16764,1.16746,1.16759,301
2025-08-12 20:20:00+00:00,1.16758,1.16764,1.16756,1.16757,80
2025-08-12 20:25:00+00:00,1.16757,1.16766,1.16744,1.1675,182
2025-08-12 20:30:00+00:00,1.16749,1.1676,1.16743,1.16744,160
2025-08-12 20:35:00+00:00,1.16742,1.16747,1.16732,1.16743,165
2025-08-12 20:40:00+00:00,1.16742,1.16759,1.16736,1.16758,179
2025-08-12 20:45:00+00:00,1.16756,1.16772,1.16752,1.16761,188
2025-08-12 20:50:00+00:00,1.16759,1.16759,1.1672,1.16732,237
2025-08-12 20:55:00+00:00,1.16732,1.1674,1.16718,1.16732,303
2025-08-12 21:00:00+00:00,1.16804,1.16804,1.16804,1.16804,1
2025-08-12 21:05:00+00:00,1.16768,1.1679,1.16708,1.16724,103
2025-08-12 21:10:00+00:00,1.16725,1.1675,1.16724,1.16744,44
2025-08-12 21:15:00+00:00,1.16745,1.16746,1.16743,1.16746,6
2025-08-12 21:20:00+00:00,1.16745,1.16745,1.16745,1.16745,1
2025-08-12 21:25:00+00:00,1.16744,1.16744,1.16722,1.16728,22
2025-08-12 21:30:00+00:00,1.16724,1.16729,1.16724,1.16726,22
2025-08-12 21:35:00+00:00,1.16728,1.16728,1.16723,1.16726,97
2025-08-12 21:40:00+00:00,1.16724,1.16727,1.16692,1.16699,285
2025-08-12 21:45:00+00:00,1.16698,1.16709,1.16696,1.16709,58
2025-08-12 21:50:00+00:00,1.16711,1.16741,1.16711,1.16732,147
2025-08-12 21:55:00+00:00,1.16734,1.16744,1.16734,1.16741,86
2025-08-12 22:00:00+00:00,1.16737,1.1676,1.16736,1.1676,191
2025-08-12 22:05:00+00:00,1.16758,1.16758,1.16742,1.16748,73
2025-08-12 22:10:00+00:00,1.1675,1.1675,1.16739,1.16744,98
